"Operator","Aboard","Fatalities"
"Safe Air Complany","3","3"
"Military - Peruvian Air Force","20","13"
"Paramount Airlilnes","22","21"
"University of Michigan Health System","6","6"
"Mongolian Defense Ministry","22","15"
"Nyika Safaris","6","6"
"Karibu Airways","25","1"
"PMT Air","22","22"
"TAAG Angola Airlines","78","5"
"Jett Paqueteria SA","3","3"
"Charter - Private","9","2"
"Liard Air","5","1"
"TAM (Brazil)","187","187"
"Djibouti Airlines","9","1"
"Taquan Air Service","5","5"
"Atran","9","9"
"Southwest Medivac","5","5"
"Air Moorea","20","20"
"SeaWind Aviation","10","6"
"Military - U.S. Army","14","14"
"Two Taxi Aero","2","2"
"Great Lakes Business Complany","15","14"
"Galaxy Kavatsi Airlines","8","8"
"Military - Macedonian Air Force","11","11"
"One-Two-Go Airlines","130","90"
"Karibu Airways","6","1"
"Africa One Congo","22","21"
"SceniAir Tours","3","3"
"Kapowsin Air Sports","10","10"
"Nacional de Aviacion","18","18"
"Reali Taxi Aereo","2","2"
"Juba Air Cargo","4","0"
"Atlasjet Airlines","57","57"
"Evergreen Alaska Helicopters, Inc.","4","4"
"Castle Aviation","2","2"
"Fun Air","5","5"
"Transaven","18","18"
"Servant Air","10","6"
"Apline Aviation","1","1"
"British Airways","152","0"
"Gira Globo Charter","13","13"
"Military - Polish Air Force","20","20"
"Dirgantara Air Service","3","3"
"Santa Barbara Airlines","46","46"
"BHS - Brazilian Helicopter Service Air Taxi","20","5"
"United Nations Mission","10","10"
"Trade Wings Aviation Ltd.","3","3"
"Blue Wing Airlines","19","19"
"Avtex Air Services","1","1"
"Kata Transportation","8","8"
"Hewa Bora Airways","85","0"
"Military - Government of Equatorial Guinea","13","13"
"Naftogaz","20","20"
"Southern Sudan Air Connection","24","24"
"Chelan Air Service","5","2"
"Alpine Aviation ","1","1"
"Island Express Helicopter Service","6","4"
"Moskovia Airlines","9","9"
"Military - Servicio Aereo Nacional","12","11"
"TACA International Airlines","136","3"
"Patagonia Airlines","10","10"
"PHI Air Medical","4","4"
"Sudan Airways","214","32"
"Wiggins Airways","1","1"
"Military - Thai Army","10","10"
"Military - Indonesian Air Force","18","18"
"Juba Air Cargo","8","7"
"Air Methods / ClassiHelicopters","7","6"
"Ababeel Aviaition","4","4"
"USA Jet Airlines","2","1"
"Centurian Air Cargo","8","0"
"Aerocord","9","9"
"East Coast Jets","8","8"
"PacifiCoast Airlines","7","5"
"Junction City Fire Department","13","9"
"Military - Royal Thai Air Force","10","10"
"Fly 540","3","3"
"Spanair","172","154"
"Aéreo Ruta Maya","14","11"
"Itek Air","90","68"
"Conviasa","3","3"
"Air Serv Internatiional/CemAir","17","17"
"Air Tahoma","3","3"
"Aerogulf","7","7"
"Aeroflot","88","88"
"Global Executive Aviation","6","4"
"Maryland State Police","5","4"
"Yeti Airlines","19","18"
"Air Angles Inc.","4","4"
"Mexican Government","8","8"
"East African Air Charters","5","4"
"Falcon Aviation Group","7","7"
"PacifiCoastal Airlines","8","7"
"XL Airways leased from Air New Zealand","7","7"
"Webstas Aviation Services Inc.","3","3"
"Rotorcraft Leasing Co","3","3"
"Alantis Aviation","12","12"
"Petroleum Helicopters Inc","9","8"
"US Airways","155","0"
"Aerotaxi Manaus","28","24"
"Air One Executive","2","2"
"Continental Connection/Colgan Air","49","49"
"Flight Service","13","13"
"Aerolift","5","5"
"Turkish Airlines","134","9"
"Aerolift","11","11"
"Cougar Helicopters","18","17"
"Eagle Cap Leasing","14","14"
"FedEx","2","2"
"Bond Offshore Helicopters","16","16"
"Military - Indonesian Air Force","24","24"
"Aviastar Mandiri","6","6"
"Mimika Air","11","11"
"Aerotuy airline","11","1"
"Bako Air","7","7"
"Military - Venezuelan Army","18","18"
"Military - Indonesian Air Force","112","98"
"Service Air","4","4"
"Air France","228","228"
"Strait Air","1","1"
"Military - Indian Air Force","13","13"
